estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,latitude,longitude
"Pousada Capistrana",2181155,hotel-review,karlinhagr,2013-11-18,2013-01-18,4.0,"Muito bom","Ótima localização, bem no centrinho de Diamantina, fica próximo de vários pontos turísticos. A estrutura antiga do prédio dá um toque charmoso, e nos ajuda a entrar no clima histórico da cidade. Ótimo café da manhã.",indef,"Florianópolis, SC",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,520kellys,2013-11-18,2013-09-18,4.0,"Localização e atendimento","A pousada é excelente, com uma ótima localização (bem no centro da cidade) e com um atendimento que se destaca. Os quartos são confortáveis e acolhedores, e o café da manhã é espetacular. Para aqueles que não conseguem se libertar da internet, há sinal liberado em toda a pousada. Vale a pena conferir!",Viajou em casal,"Viçosa, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,osmard161,2013-10-18,2013-05-18,5.0,"Boa localização e conforto","Com uma localização privilegiada no coração do centro histórico de Diamantina, a Pousada Capistrana é excelente para quem quer conhecer a fundo a cidade. Quartos, instalações e atendimento são acolhedores e sempre há alguém disposto a lhe servir. Recomendo.",Viajou com a família,"São Gonçalo, RJ",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,gustavol39,2013-09-18,2013-09-18,5.0,"Me senti em casa!","A pousada tem uma localização privilegiada no coração do centro histórico. A recepção é fantástica, o pessoal é muito atencioso e camarada! O café da manhã também é espetacular, bastante variado e saboroso! Enfim, com certeza vale a pena! Recomendo!",Viajou a trabalho,"Belo Horizonte, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,KarlaPeixoto,2013-09-18,2013-09-18,5.0,"Atendimento espetacular","a Pousada de maneira geral é excelente, mas o que se destaca mesmo é o atendimento. Sempre que vou a Diamantina a trabalho fico hospedada nesta pousada e sempre sou muitíssimo bem recebida, a qualidade no atendimento se destada. A localização é excelente, está no centro da cidade. Os quartos são bons, possuem sinal de internet gratuito e o café da manhã é muito saboroso, com comidas típicas. Sem dúvida alguma recomendo a Capistrana para quem vai explorar a cidade de Diamantina.",Viajou a trabalho,"Belo Horizonte, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,CarolinaRutkowski,2013-09-18,2012-11-18,4.0,"Muito bem localizada!","Pousada simples mas muito confortável e limpa, café da manhã gostoso, e localizada bem no meio do centro histórico de diamantina, pertinho do mercado e da Baiúca... Ótimo pra quem vai ver a vesperata!",indef,"Belo Horizonte, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,Ericalmeida,2013-08-18,2013-08-18,5.0,"A cara de Minas!","Ótima pousada, bem localizada, delicioso café da manhã. Proxima dos principais pontos turisticos, sendo possivel andar a pe. Meia quadra do local onde acontece a Vesperata.Recepção deu ótimas dicas da cidade. Recomendo.",indef,"Belo Horizonte, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,RosemaryDasilva,2013-01-18,2012-12-18,5.0,"Minha casa fora de casa.","Essa pousada, uma delícia...
Desde as acomodaçoes,ao café da manhã e aos funcionários.
Toda vez que chego,sou recebida como se fosse a casa de um parente querido.Amo de paixão.
É simples,mas,clara,bem arrumada,gostosa.Os quartos são espaçosos,com banheiro e roupas de cama e banho sempre trocadas.Não oferece almoço ou jantar,mas sua excelente localização
(bem no centro histórico)facilita a nossa locomoção e podemos almoçar e jantar na mesma rua,n
nos restaurantes bem ao lado.Volto sempre que posso.",Viajou com amigos,"Belo Horizonte, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,frgil,2012-08-18,2012-08-18,4.0,"Localização perfeita","Voce estara a poucos metros dos principais restaurantes da cidade, a vesperata acontece na esquina. Os principais pontos turisticos voce pode conhecer a pé ( use tennis). A garagem do hotel fica longe, mais o carro na cidade é desnecessario. Atendimento muito cordial.
Quartos pequenos, porem muito limpos
A noite tem um pouco de barulho na rua, mais se vc abrir a janela pode ser que a seresta esteja passando.
Recomendo",Viajou com a família,"Patos de Minas, MG",-18.24470329284668,-43.596702575683594
"Pousada Capistrana",2181155,hotel-review,wilfridblair,2011-06-18,2011-03-18,5.0,"Comfortable and well located in the heritage area of Diamantina","This is a very nicely renovated Colonial building within walking distance of everything worth visiting in town. The pousada is very clean, well decorated, with a large and welcoming lobby where there are magazines and newspapers. Hotel staff was very helpful and there was someone at the front desk 24hr/day. Security was very good. There are several great restaurants nearby and many jewellery and souvenir shops. Parking is available.

Our room was excellent with a beautiful shower, lots of hot water, a small fridge and TV and a very comfortable bed. The room was decorated in a rustic style and had wooden colonial furniture, wide wooden floorboards and windows overlooking a side street. It was fun to watch the street activity when we had some down time.

Breakfast was served in a lovely room on the ground floor with a nice indoor tropical garden as a back drop. The breads, cakes, biscuits, juices, cheeses and coffee were fresh and tasty. The wall decorations were unique and interesting.

We loved staying here and would choose this place again.",as a couple,"Ottawa, Canada",-18.24470329284668,-43.596702575683594
"Pousada Caminho Dos Escravos",2663112,hotel-review,rafaelasantos_arq,2020-01-18,2020-01-18,5.0,"Ótimo","Pousada bem localizada, limpa, confortável, café da manhã bom. Interessante os quartos receberem nomes de escravos e dentro ter um quadro contando sua história. Fiquei no quarto Chica Da Silva, com sacada, na esquina. O quarto é bem grande (vi o quarto em frente ao nosso aberto e é bem menor e menos espaçoso). Ventilador de teto faz um ruido alto mas se acostuma. O box do nosso banheiro não tinha uma boa caída da agua e em alguns momentos o box virava uma piscina com muita água empoçada: único defeito",indef,"Perdigão, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Lmsaude,2020-01-18,2019-11-18,5.0,"Modesta e aconchegante ","a pousada é modesta. Porém, muito aconchegante, limpa, com funcionários muito gentis, café da manhã variado e saboroso. Não tem ar condicionado. Tem ventilador no
teto. Preço justo. Bem localizada. Silenciosa. Cama confortável.",Viajou com amigos,"Vitória, ES",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,BrunaDaniela1,2019-09-18,2019-09-18,5.0,"Pousada super aconchegante, limpa, bom atendimento.","Excelente pousada. Bem localizada. A decoração do ambiente muito bonita.
O atendimento é ótimo, os funcionários são educados e prestativos.
O quarto é bem arrumado e limpo, assim como o banheiro.
O café da manhã é delicioso. Tem peças de artesanato expostas no refeitório que são muito lindas.
Tudo ótimo.",indef,"Brumado, BA",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,luciliasmartins,2019-09-18,2019-04-18,4.0,"EXCELENTE CUSTO BENEFICIO","Me hospedei com meu marido na semana santa e tive uma boa experiência. Funcionarios educados, quartos limpos e arejados, café da manhã farto e de boa qualidade.Otima localização e EXCELENTE CUSTO BENEFICIO! O unico defeito é a garagem em fila indiana .",indef,"Divinópolis, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,bilat2019,2019-07-18,2019-07-18,3.0,"Se busca conforto não se hospede","Ótima localização e a limpeza são os pontos altos da pousada.
Se for celíaco ou intolerante a lactose, passe longe! Se for geração saúde então! Esquece! O café da manhã é variado, mas a base de biscoitos e bolos, proteínas apenas um apresuntado, queijo mussarela, queijo minas e NADA integral.
O chuveiro é mediano e a torneira da pia quase fica fora dela, precisa de muito cuidado para não molhar o chão.
Os travesseiros não são bons, duros e pequenos. O frigobar do quarto faz muito barulho, prepare-se para pequenos sustos a noite. Fiquei em mais de um quarto e ambos faziam o mesmo barulho.
O sinal da TV não é bom, bem chuviscado, apesar de ser uma TV tela plana.
Não tem edredom e nem bons cobertores, cuidado no inverno ou leve um bom pijama.
No mais, se for desencanado e de bem com a vida, não terá grandes problemas!
Have fun!",Viajou sem companhia,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Bobviajan,2019-04-18,2019-04-18,1.0,"Pesadelo!!!!!","Péssima!
Para não dizer outra coisa.
Quarto com banheiro com as janelas viradas para o dentro do mesmo .Ou seja...!Cafe da manhã fraco parecem que querem economizar em tudo.O café parece água de batata.Sem contar com a falta de educação da gerente que parece não ter tido nenhum treinamento para ocupar o cargo.Realmente não indicaria para ninguém.
Ahh! Ia esquecendo!!! O quarto fede esgoto 🤢",indef,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,vivianearsoares,2019-01-18,2019-01-18,5.0,"Confortável e acolhedor","Quarto com bom tamanho e bem aconchegante. Café da manhã maravilhoso. Atendimento excelente. Tenho um bebê e precisei utilizar a cozinha por diversas vezes. Fui prontamente atendida. Ótimo custo benefício!",Viajou com a família,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,julimar2014,2018-11-18,2018-11-18,4.0,"Um lugar simples e aconchegante","Visitando a cidade de Diamantina faça uma reserva na pousada Caminhos dos Escravos localizada no centro da cidade lá voce vai encontrar um lugar simples e bem aconchegante bem próximos aos lugares turísticos e um café da manhã delicioso e com atendimento nota 10 por parte dos funcionários vale a pena conferir.",Viajou em casal,"Governador Valadares, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,thiagocC1391BT,2018-09-18,2018-09-18,3.0,"Falta qualidade","Pousa muito simple mais aconchegante, café da manhã fraco. Agora o pior foi a cama, pedi uma cama de casal pois sou espaçoso e a cama são 2 de solteiro unidas, até aí tudo bem pois muitos hotéis utiliza este tipo de cama porém a divisoria não foi devidamente protegida ficando desconfortável e se separando.",Viajou sem companhia,"São Lourenço, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,U5106BNpatriciap,2018-08-18,2018-08-18,3.0,"Estada para assistir a Vesperata","Pousada simples. Quartos simples, com cama e travesseiros limpos. O chão do quarto poderia estar mais limpo (não foi limpo de um dia para o outro nem o banheiro). O banheiro tem um basculante para dentro do quarto (?) ao chegarmos da rua o quarto tinha cheiro de urina, foi preciso abrir a porta de uma pequena varanda. Como somente dormimos, pois ficamos andando pela cidade serviu. O café da manhã bem farto e gostoso. Recomendo para pernoitar por poucos dias.",Viajou com amigos,"Belo Horizonte, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,julianacmsantos,2017-11-18,2017-11-18,3.0,"Bom custo benefício","Quarto bom, banheiro bom, chuveiro quente.
Café da manhã razoável.
Fiquei no segundo andar, quarto 4, dois andares acima do restaurante e ligaram o espremedor de laranja as 4h da madrugada!!!
Funcionários atenciosos.
Localização próxima ao centro.
Garagem/estacionamento descoberto na calçada ou vaga presa dentro da pousada.",indef,"Belo Horizonte, Brasil",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,AlexandreA2744,2017-10-18,2017-10-18,1.0,"HOTEL RUIM","Pousada simples, fiquei no quarto de casal no subsolo ,colchao velho e bem desgastado , quarto quentecom pouca ventilaçao,arcondicinado ineficiente,chuveiro ( eletrico com ouca agua e com jato disperso. cafe da manha fraco. Alugamos 2 suites 1 para casal e outra para 3 pessoas. 1 pessoa nao pode ir de ultima hora e a pousada cobrou a estadia de todo o periodo desta por esta no contrato ( falta de bom censo ).",Viajou com a família,"Belo Horizonte, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Zanini42,2017-10-18,2017-10-18,2.0,"Somente a localização é boa","Os quartos com ar no subsolo são muito ruins e mais caros(270 casal) com tetos baixos, quentes, sem janela e ventilação e chuveiros elétricos muito ruins. Vários hóspedes tiveram dificuldades de dormir lá. Muitos pernilongos. Estava no quarto 18, na segunda noite fui dormir no quarto 10 com minha mãe e minha filha, mas tbm não dormi muito bem, colchões, camas e travesseiros de péssima qualidade. O café da manhã é simples e falta plaquinha de identificação, pão integral, mussarela, misteira, salada de frutas...Me cobraram o restante da diária de uma pessoa que não foi, sendo que não estava no contrato, apenas que perderíamos o sinal.
A única coisa boa é que fica próximo a vesperata e mercado tendo que subir duas ladeiras.
O que fazemos em pousada é dormir, tomar banho e tomar café da manhã e essas três coisas a pousada não oferece adequadamente.",Viajou com a família,"Belo Horizonte, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Airton_Junior,2017-10-18,2017-08-18,4.0,"EXCELENTE LOCALIZAÇÃO E CAFÉ DA MANHÃ!","A pousada Caminho dos Escravos é uma opção para quem quer se hospedar em Diamantina pagando um preço acessível e desfrutando de uma acomodação confortável.
No apartamento que fiquei tinha uma cama box confortável, chuveiro quente, ventilador de teto, tv de 14 polegadas e canais very básicos.
A localização é excelente pois fica a apenas 02 ruas do agradável mercado antigo.
A acessibilidade também é destaque para quem vai de carro ou até de ônibus, basta ao viajante entrar na primeira rotatória que dá acesso a Diamantina na placa de Biribiri. Atenção: Entre na rotarória À direita, mas acesso À esquerda sentido Diamantina.
Outros pontos super positivos que destaco na Pousada é a cordialidade dos funcionários e o DELICIOSO café da manhã.
TEm um bolo de cenoura com chocolate que dispensa comentários.
Pois bem, essa foi a minha impressão sobre a Caminho dos Escravos!",indef,"Montes Claros, Minas Gerais, Brazil",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Analuisafranca,2017-06-18,2017-06-18,4.0,"Excelente custo beneficio !!!","Fiquei apenas uma diária, estava voltando de férias ... Pousada simples, porém ótima localização, tudo muito bem limpo, funcionários atenciosos, estacionamento gratuito, chuveiro bem gostoso. Como o hotel não dispõe de cozinha a noite, foi me sugerido pela recepção delivery ; que chegou rapidinho sem nenhuma burocracia ! Adorei ! Voltarei sempre que puder para ficar mais tempo !!!!!",Viajou com a família,"Sete Lagoas, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,renatag344,2017-06-18,2017-06-18,4.0,"Bom custo-beneficio","Pousada simples, quartos um pouco apertados, porém, bem limpos. Atendimento muito bom dos funcionários. Pousada muito bem localizada, próximo aos pontos turísticos da cidade. Café da manhã bastante variado, surpreendente pela simplicidade da pousada. Vale muito a pena!",indef,"Belo Horizonte, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,MarianeC201,2017-06-18,2017-05-18,5.0,"Atendimento excelente, limpeza exemplar!","Ficamos (casal e um bebê) em um dos quartos da pousada, e fomos extremamente bem atendidos. O chuveiro é maravilhoso, banho quentinho, camas enormes e muito limpinhas, cobertas excelentes... e um atendimento excelente.",Viajou com a família,"Vitória da Conquista, BA",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,jos_c583,2017-05-18,2017-04-18,4.0,"Excelente custo/benfecío","A pousada é simples, mas muito limpa e aconchegante. O atendimento é excelente, com funcionários atenciosos e prontos a ajudar, dando dicas e informações importantes. Ficamos hospedados três noites em um quarto no piso superior com sacada de onde podíamos ter uma bela vista. As camas são boas, mas recomendo levar seus próprios travesseiros. O banheiro é pequeno, mas tem um bom chuveiro, que é o que importa. No quarto tem um frigobar que você pode usar livremente. O café da manhã é modesto, mas tem uma boa variedade de bolos e biscoitos e um pão de queijo delicioso. A localização é perfeita, muito próximo dos pontos turísticos e da Vesperata. Com um pouco de disposição pra enfrentar as ladeiras dá pra visitar todos os pontos turísticos a pé. O único ponto fraco é a garagem/estacionamento, mas isto é um problema em quase todas as pousadas e hoteis do centro histórico. Não compromete a avaliação, pois o carro pode ficar na rua em frente a pousada sem nenhum problema. O ponto alto da pousada, sem dúvida, são os funcionários e o atendimento. Se voltar em Diamantina, certamente ficarei nesta pousada de novo. Recomendo muito!!!",Viajou com amigos,"Paracatu, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,423paulohenriquea,2017-04-18,2017-04-18,3.0,"Fim de semana no hotel","Hotel bom, quarto bom novo cama boa banheiro limpo e novo, porém o sistema de aquecimento de água não funcionou o tempo estava chuvoso e não esquentou água sendo impossível tomar banho pela manhã... Atendimento bom a funcionária do dia bem atenciosa já o dá noite nem tanto mas no geral fomos bem atendidos",Viajou em casal,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,vitorugo90,2017-01-18,2016-11-18,4.0,"Excelente!","Excelente custo benefício!
Recomendado para finais de semana e feriados. Muito bom o atendimento e as instalações.

Pretendo voltar, conhecer melhor Diamantina. E com certeza ficarei hospedado nesta pousada.",Viajou em casal,"Coronel Fabriciano, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,danielesenra,2017-01-18,2017-01-18,5.0,"Pousada muito boa!","A pousada possui uma ótima localização. Próxima dos principais pontos turísticos da cidade. infraestrutura muito boa. Quartos limpos, arejados, cama confortável com uma vista muito bonita. cafe da manha com muita variedade valorizando o que ha de mais gostoso da comida mineira. Funcionários educados e solícitos, preço acessível. Pretendo voltar.",indef,"Montes Claros, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,roberthmoura,2016-09-18,2016-09-18,4.0,"Boa, com potencial para ser ótima","Gostei muito da localização da pousada. Apesar da cidade ser morro, dá para ir a pé em todos os pontos turísticos do centro histórico de Diamantina. Não sei se é porque estava em Minas e as pessoas são naturalmente hospitaleiras, mas eu fui muuuuuuito bem tratado pelos funcionários. Faltava só me carregar no colo e mastigar a comida pra mim. Virei amigo de todos. Nota 10. As únicas coisas que me decepcionaram foi o ato de não haver tomadas disponíveis no quarto (Tinha só uma, que era usada pelo frigobar e ficava longe da cama. Carregava a bateria do celular na tomada do banheiro. Para usar notebook, ia para a recepção ou cozinha). Outra questão, que não chega a ser defeito, é que os alimentos do café da manhã não tem nome. Eu sugiro que façam um quadrinho para cada e escreva o que é (por exemplo, pastel de queijo, esfiha de frango). Às vezes eu pegava uma coisa que eu nem comia, mas como não sabia o que vinha dentro, só pegava porque estava bonita. No mais, só tenho a elogiar. Foi muito bom minha estadia lá e eu voltaria, com certeza.",Viajou a trabalho,"Vitória, ES",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,valeriazanardo,2016-08-18,2016-07-18,4.0,"Me hospedei durante um final de semana e me surpreendi positivamente com a pousada. Era dia de Vesperata em Diamantina","Sua localização é muito boa. Dá pra ir a pé nos principais pontos turísticos da cidade. O café da manhã é gostoso e bem diversificado. Fiquei num quarto bem próximo do refeitório, na parte de baixo da pousada, porque reservei de ultima hora e a pousada já estava cheia. Mesmo assim fiquei satisfeita com o quarto que estava limpo, bem arejado e confortável.",Viajou com a família,"Brasília, DF",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,amaralfa,2016-07-18,2016-05-18,4.0,"Muito bom custo benefício","Visitei Diamantina num final de semana de vesperata. Vários hotéis da cidade exploram bem os turistas com preços abusivos. O mesmo não acontece com esta pousada. O preço é bem atrativo. Ainda, a pousada está muito bem localizada e tem um café da manhã muito bom. A equipe é bem atenciosa. O quarto é razoável.",Viajou em casal,"Belo Horizonte, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,rafaeln316,2016-07-18,2016-07-18,5.0,"Nota 10","Todos funcionários com excelente atendimento aos clientes.
Estacionamento seguro e ambiente ao redor bem calmo.
Os quartos são limpos, confortáveis, possui guarda roupas, frigobar, TV e uma sacada.
Café da manhã excelente com frutas, leite, café, sucos naturais, bolos, pães, salgadinhos e doces.
Enfim, nota...10!!!",Viajou a trabalho,"Salvador, BA",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,M8049VVmarcelos,2016-07-18,2016-07-18,4.0,"Ótimo ","Pontos positivos:

Atendimento excelente.
Café da manhã muito bom.
Ótima localização bem no centro histórico ( Concelho: para quem for de carro já fique hospedado no centro porque é horrível fica andandando de carro em diamantina ).
Peço bom.

Pontos negativos:

Banheiro pequeno.
Televisão do quarto pequena e antiga.",indef,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,geisonm62,2016-07-18,2016-01-18,4.0,"Ótimo custo benefício ","Quarto bem limpinho, bem arejado, banheiro bom, cama super confortável, fornece toalhas, sabonetes, tem frigobar é o café da manhã é excepcional, atendimento de primeira qualidade e o principal, preço bem acessível.",Viajou em casal,"Teófilo Otoni, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,marianan169,2016-06-18,2016-06-18,3.0,"Razoável","Boa localização e excelente café da manhã. Mas a cama e a televisão deixam muito a desejar. O banheiro também é bem pequeno. O atendimento é bom. Os funcionários foram prestativos e atenciosos. De uma maneira geral minha avaliação da pousada é razoável.",Viajou em casal,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,910claudinhas,2016-06-18,2016-06-18,4.0,"Muito bom","Muito bom mesmo, amei a recepção, todos muito educados, o quarto muito aconchegante é quentinho, o café estava tudo uma delicia, hotel bem localizado, perto do mercado e de barzinhos ...
Voltarei com certeza!",Viajou a trabalho,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,GraceAndrade,2016-06-18,2016-06-18,4.0,"Ótimo preço e atendimento excelente!","Localização excelente, menor preço encontrado e atendimento excepcional. O hotel como um todo é singelo, mas bastante agradável.
Único inconveniente é o tamanho do box no banheiro, mas no mais sem questionamentos.
Recomendo!",Viajou em casal,"Montes Claros, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Keith_Ono,2016-04-18,2015-10-18,3.0,"Nada mal","Viajamos para um casamento e pegamos um quarto triplo. No entanto, este é muito apertado, como era apenas uma diária, não ligamos para isso. O quarto era bem simples, frigobar, ventilador de teto, uma televisão minúscula e um armário pequeno. A pousada é bem localizada e limpa. Não experimentei o café da manhã pois fui embora muito cedo. O custo/benefício compensa.",indef,"Concórdia, SC",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Y789SEbrunop,2016-03-18,2016-03-18,5.0,"Ótimo! Adorei....","Bom, falar da Kêka e da pousada ficou fácil. Atendimento cordial e simpático (todos os funcionários são 10!). A pousada em si, é limpa, organizada, quartos simples mas espaçosos. O café da manhã, simplesmente top! Adorei! Vale a pena!",Viajou em casal,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,F4695RAandreac,2016-02-18,2015-12-18,4.0,"Bom preço e atendimento","Pousada bem localizada, café da manhã farto, quartos espaçosos, recepcionistas muito atenciosos. Preço muito bom por tudo que a pousada oferece.
Infelizmente ocorreram 2 pequenos inconvenientes: ralo do banheiro estava entupido e água transbordava durante os banhos. Foi relatado para 2 recepcionistas, mas não resolveram o problema nos 2 dias que ficamos lá. Também não pude ligar o ventilador de teto porque as pás estavam muito cheias de pó. Mas a limpeza no geral é muito boa. Roupas de cama limpas e cheirosas.
Recomendo e eu ficaria lá novamente!",Viajou em casal,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,760silmarak,2016-02-18,2016-02-18,3.0,"Ok.","Fomos de última hora pra um evento de carnaval... o único lugar que tinha quartos ainda!
O preço não foi abusivo por ser feriado, o que já conquistou.
Acho que a única coisa que não gostei foi o horário do café da manhã, mesmo sendo diferenciado para o carnaval, achei cedo! Podia durar até às 11h :P

De resto, tudo muito bom, do atendimento até as acomodações... tirando o box pra tomar banho que é minúsculo no quarto 15... mas enfim... obrigada.",Viajou em casal,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,deborahz381,2015-12-18,2015-12-18,4.0,"Melhor custo benefício!","Hotel simples mas muito limpo e aconchegante. Custo benefício excelente e com bom café da manhã! Recepcionista muito simpática e atenciosa. Muito bem localizada, bem no centro da cidade. Não tínhamos reserva mas conseguimos quarto para 10 pessoas sem problemas. Super recomendado!",Viajou com amigos,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,290silvanam,2015-11-18,2015-10-18,3.0,"Boa Pousada","É uma pousada muito simples, tendo como ponto positivo a proximidade com os principais locais de visitação em Diamantina. Os quartos são muito simples, considerando como ponto negativo, as camas (que são de solteiro e eles simplesmente juntam para torná-las de casal) e os travesseiros (mesmo pedindo um extra, não funcionou). Ponto positivo: café da manhã e atendimento dos funcionários.",indef,"Belo Horizonte, MG",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,vanessapires36,2015-11-18,2015-10-18,4.0,"Simples e organizada","Hospedamos um dia , no quarto de baixo e atendeu a nossa necessidade. Quarto e banheiro pequenos , mas organizados. Roupas de cama cheirosa e branquinha. Café da manhã saboroso! Senti necessidade de ar-condicionado, pois com o ventilador de teto o quarto fica um pouco abafado.",Viajou com a família,"Brasília, DF",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,KarlaAbrahao,2015-10-18,2015-10-18,1.0,"Apertada, quente e muitos mosquistos","A pousada é bem simples e os quartos bem apertados. Não voltaria não. O banheiro é velho e não tem ar. ventilador muito barulhento e televisão super antiga que não pegava quase nada. Cafe da manha bem pobre. Pedi um ovo mexido e eles não fizeram... surreal. nao indicaria.",Viajou com a família,"Brasília, DF",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,366elizabetha,2015-10-18,2015-10-18,2.0,"Não recomendo","Funcionários são atenciosos e prestativos, o local é próximo ao Centro, de fácil acecsso, mas não demos sorte no quarto. Ficamos no 2º subsolo. Quarto muito simples, cama c/colchão ruim, roupas de cama ruins, ar condicionado barulhento e muitos mosquitos. Haja repelente!! Como se não bastasse o café da manhã ficava bem em cima do nosso quarto. Haja vozerio e som de louças. Detestei",Viajou em casal,"Brasília, DF",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,rodrigon144,2015-10-18,2015-10-18,4.0,"Recomendo. Pousada muito simpática","Recomendo. Adoramos a pousada. Cama confortável, café da manhã variado e muito gostoso. Tem um espelho d'água na entrada que da um charme. Pertinho de tudo. Nem precisamos usar o carro, pois estávamos no centro.
Recomendo",Viajou com a família,indef,-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Cybele2013,2015-10-18,2015-08-18,4.0,"Gostei!","A localização é muito boa, bem próxima do centro histórico. Pousada com poucos apartamentos.O apartamento é simples, banheiro pequeno, mas bem limpo. O café da manhã é uma delicia, com produtos caseiros e frescos.O atendimento é muito bom. Recomendo!",indef,"Governador Valadares",-18.242340087890625,-43.59621810913086
"Pousada Caminho Dos Escravos",2663112,hotel-review,Thiago_Acz,2015-09-18,2015-07-18,4.0,"Ótima pousada ","Pousada simples e aconchegante. Café da manhã com variedade e tudo fresquinho. Quartos pequenos mas bem resolvidos. Funcionários prestativos. Preço justo para quem quer conhecer/curtir Diamantina sem gastar muito. Recomendo e voltaria de novo com certeza.",Viajou sem companhia,"São Mateus, ES",-18.242340087890625,-43.59621810913086
